id,fecha,usuario,texto,tema,sentimiento,likes,reposts
5211,2025-12-18,yt_user_@mariachac,Gracias Farid lo estas haciendo muy bien te aplaudo de pie y claro que comparto este gran mensaje con los mios tambien !,Crisis de sentido,positivo,0,0
5212,2025-12-18,yt_user_@ExnaiderZ,"Gracias por compartir con nosotros tus habilidades y talentos únicos y auténticos , Es de gran inspiración y nos dejas una información muy importante y valiosa para poner en práctica en ser el sentido de nuestras vidas , Saludos desde Colombia.",Crisis de sentido,positivo,0,0
5213,2025-12-18,yt_user_@rebeeluuf,Farid gracias por todo,Crisis de sentido,positivo,0,0
5214,2025-12-18,yt_user_@DenisseGu,"No tengo palabras para expresar los grandioso de este video, y esto se debe a que todo lo que dices tiene mucha logica, pero muchos no tenemos la capacidad de pensarlo por nosotros mismos y vienes tu a compartirlo expresandolo de una manera clara, entendible y lo mas importante como lo mencione anteriormente LOGICO, Muchas gracias Farid.",Crisis de sentido,positivo,0,0
5215,2025-12-18,yt_user_@MarouaDra,Soy argelina y hispanohablante  a mi me gusta mucho escuchar sus podcast muchas gracias por vuestro esfuerzo dado a nosotros es un gran placer de aprender nuevas perspectivas de la vida ❤,Crisis de sentido,positivo,0,0
5216,2025-12-18,yt_user_@eduardofu,Cada mañana pienso en que el día está vacío y debo de llenarlo. Importante dar un sentido a la vida.,Crisis de sentido,neutral,0,0
5217,2025-12-18,yt_user_@fernandoa,"Gracias Farid, por esta máster 
 conferencia, eres ser Humano con mucha Luz creo que comparto mucho contigo algo que se llama HUMANISMO, gracias por estar ahí. DIOS nos bendiga a todos, saludos desde Acapulco Guerrero México",Crisis de sentido,positivo,0,0
5218,2025-12-18,yt_user_@elianamon,Divinos poemas y reflexiones Farid!!! ❤❤❤❤ Gracias 🎉🎉,Crisis de sentido,positivo,2,0
5219,2025-12-18,yt_user_@anitaagle,Mi youtuber favorito!! Muy certero!!! Me ha ayudado con muchos golpes que me ha dado sus palabras...... Por qué esto es así si quieres sanar!! Y volver a ver el sentido de la vida!!!🎉❤,Crisis de sentido,positivo,0,0
5220,2025-12-18,yt_user_@elvyrivie,"Ame escucharte, me sonaste tan resiliente, tan empatico, tan intelectual pero sin ser fastidioso, tan humano, tan conpleto, tan sincero, gracias mi niño! Eres un colega como el que no hay, ningun psicologo es como tú. Que seas eterno amigo! Gracias ❤",Crisis de sentido,positivo,0,0
5221,2025-12-18,yt_user_@susanadas,Ame cada segundo de este aporte a la humanidad! Simplemente gracias ❤,Crisis de sentido,positivo,0,0
5222,2025-12-18,yt_user_@mariaeste,"Gracias, gracias, yo se❤❤❤❤ que se ciente cuando  trascendió 
 mi hijo mayor..",Crisis de sentido,positivo,0,0
5223,2025-12-18,yt_user_@gabrielav,Lo mejor!! Que gran conferencia,Crisis de sentido,neutral,0,0
5224,2025-12-18,yt_user_@lisandroi,"Que espectacular, la vida y el sentido que le demos va en consecuencia a las nuevas experiencias consecutivas💆🏻‍♂️🙏",Crisis de sentido,positivo,0,0
5225,2025-12-18,yt_user_@solselene,Simplemente ….gracias por existir!! Farid🙏🏻♥️👌,Crisis de sentido,positivo,0,0
5226,2025-12-18,yt_user_@yaelo731,"La filosofía pregunta, la psicologia explica y el arte expresa",Crisis de sentido,neutral,0,0
5227,2025-12-18,yt_user_@lilymont2,Excelente exposiciòn !!! Gracias Farid Dieck,Crisis de sentido,positivo,0,0
5228,2025-12-18,yt_user_@7cromosom,Muchas gracias por este video 🙂💜💜💜,Crisis de sentido,positivo,0,0
5229,2025-12-18,yt_user_@ceciliabl,me gustó mucho... me encantó lo de la futuralgia... por lo que no sucedió,Crisis de sentido,neutral,0,0
5230,2025-12-18,yt_user_@bryanlabr,"Increíble todo lo que aprendí aquí, 1 hora de aprendizaje que probablemente me repetiré el resto de mi vida, muchas gracias por ayudar Farid, solo gracias ♥",Crisis de sentido,positivo,0,0
5231,2025-12-18,yt_user_@dominican,"Excelente conferencia.
Mi respeto para Farid.
Siento mucha admiración, la verdad que eres un diamante, una luz en este mundo de tantos YouTuber con poco o nada que aportar a la sociedad.
Muchos éxitos, larga vida.",Crisis de sentido,positivo,0,0
5232,2025-12-18,yt_user_@wioland,"""Lo que más le falta al mundo es lo que cada uno de nosotros ha venido a darle"" . Gracias Farid por darle un sentido a la vida en una sola frase ❤️🙏",Crisis de sentido,positivo,0,0
5233,2025-12-18,yt_user_@camipolga,"Farid es una persona demasiado inspiradora, gracias por compartir un pedazo de tu intelecto con nosotros.",Crisis de sentido,positivo,0,0
5234,2025-12-18,yt_user_@MrKariini,Tengo tanto que decir pero solo puedo decir que INSPIRADOR y gracias gracias gracias Farid ❤,Crisis de sentido,neutral,0,0
5235,2025-12-18,yt_user_@alejandro,gracias por hablar del dolor por que cuando siento el dolor de familiar te olbidas yu propio dolor,Crisis de sentido,neutral,0,0
5236,2025-12-18,yt_user_@andreaesp,Hicieron un excelente trabajo al reunir tan parecidas conferencias. Gracias por a su manera y con su experiencia ayudar a mejorar nuestro mundo.,Crisis de sentido,positivo,0,0
5237,2025-12-18,yt_user_@nataliaac,Tan humilde y con tanto para compartir. Gracias por tu escencia. Nos hace mejores personas. Tus motivaciones son nobles. Ese suceso tan doloroso lo has convertido en esperanza para alguien más. Tu hermano seguro estaría muy orgulloso de ti. Saludos,Crisis de sentido,positivo,1,0
5238,2025-12-18,yt_user_@nohemoral,Gracias Farid por esta charla tan motivadora                                                                                                                  y gracias tambien a BBVA                                                                                                                                          por favor Farid tu no porfavor .....tu nunca mueras.,Crisis de sentido,positivo,0,0
5239,2025-12-18,yt_user_@guadalupe,"Hola Farid ojalá algún día leas esto,.GRACIAS tus videos en todas las Plataformas en lo personal me han ayudado mucho,. Y decirte que des por Hecho que tu esperanza  personal de la que hablas en este video ya ha dado fruto y des por hecho que ya has hecho mucho por es mundo con tus sabias y coherentes palabras 😊",Crisis de sentido,positivo,0,0
5240,2025-12-18,yt_user_@pedro1967,Gracias Faryd!... Un abrazo fuerte desde Ecuador 🇪🇨🇪🇨🇪🇨🇲🇽🇲🇽🇲🇽,Crisis de sentido,positivo,0,0
5241,2025-12-18,yt_user_@lilianama,Que linda su conferencia para la pérdida de un hijo una clase magistral y para bien de lo que pasamos muchas Madres gracias por compartir 👍❤️💪,Crisis de sentido,positivo,1,0
5242,2025-12-18,yt_user_@FabiánRey,"Desde Colombia un saludo a todos y un abrazo para quien lo necesite y para quienes aun tenemos esperanza apesar de todo,se les quiere y Farick un adelantado a nuestra epoca que impresionante lo bien que entendio la vida a tan corta edad❤️❤️🫶🏾🫶🏾",Crisis de sentido,positivo,0,0
5243,2025-12-18,yt_user_@josejaime,Gracias Farid GRACIAS,Crisis de sentido,positivo,1,0
5244,2025-12-18,yt_user_@juanmanue,"Genial, muchas gracias de verdad",Crisis de sentido,positivo,0,0
5245,2025-12-18,yt_user_@jennycald,"Buen día 🙏mi persona favorita. 😃 Agradecida 🙏 por su existencia en este planeta ,maravillosa. Para cambiar nuestro mundo tiene que empezar de nosotros y aceptarnos. Y poder comprender a otros ..A veces, nos falta desarrollar nuestros sentidos,creo que es eso. 
Trato de dar lo mejor de mi a otras personas, porque creo que nací ,con un sentido. El de Contribuir? Me encantó escucharte.. Bendecido hombre espectacular!!",Crisis de sentido,neutral,0,0
5246,2025-12-18,yt_user_@evelynqui,"Me encantó, muchas gracias!",Crisis de sentido,positivo,0,0
5247,2025-12-18,yt_user_@TaniaDavi,"😢 Dios bendiga su vida,es muy susceptible,y en eso me identifico saludos y bendiciones desde Ecuador  , excelente entrevista me impacto mucho y aprendí mucho mil gracias 🫂🙏🥰",Crisis de sentido,positivo,0,0
5248,2025-12-18,yt_user_@ganyelita,Gracias BBVA por Aprendamos juntos! Contenido que alimenta la mente y el alma ❤ Gracias Farid por compartir tus experiencias y reflexiones!!! Aprendemos juntos 🫶🏼,Crisis de sentido,positivo,0,0
5249,2025-12-18,yt_user_@Eugeniade,"Qué ser humano tan genial primero, y segundo qué profesional! lo da todo.
Gracias por tu aporte a mi crecimiento, y tener mejor salud mental y de muchos más.
Saludos des Ecuador 🇪🇨
08+02-2024",Crisis de sentido,positivo,0,0
5250,2025-12-18,yt_user_@hugoherre,"Un gusto y un placer conocerte encantas cuando alguien imparte sabiduría atrasvez se sus palabras y conocimiento en base a su experiencia de vida, tiene mucho sentido gracias",Crisis de sentido,positivo,0,0
5251,2025-12-18,yt_user_@nelaazv74,Bastante buena su ponencia con sus analogías 👏🏼👏🏼👏🏼,Crisis de sentido,neutral,0,0
5252,2025-12-18,yt_user_@laviacand,Que hermosa alma tiene este hombre . Realmente sus palabras llegan . Gracias por esto Farid,Crisis de sentido,positivo,1,0
5253,2025-12-18,yt_user_@paxycampo,"Un planteamiento muy similar al de Saramago en ""Las intermitencias de la muerte"" Excelente charla!",Crisis de sentido,neutral,0,0
5254,2025-12-18,yt_user_@josemilla,Wowo que Brutal hermano llore casi todo el episodio 😢 gracias por todas estas reflexiones ❤,Crisis de sentido,neutral,0,0
5255,2025-12-18,yt_user_@rossmeryc,Farid siempre cuenta las historias de una manera llena de magia.,Crisis de sentido,neutral,0,0
5256,2025-12-18,yt_user_@BenjaminL,Gracias por reforzarme cada vez que acudo o me encuentro contigo!,Crisis de sentido,positivo,0,0
5257,2025-12-18,yt_user_@rodrigogu,"Gracias,  De verdad En un lenguaje muy sencillo pero con sentido. Logras transmitir una perspectiva fresca y seleccionadora.",Crisis de sentido,positivo,0,0
5258,2025-12-18,yt_user_@danieldur,"Que estupenda sesión han tenido, mi mayor adminración a Farid, un gran expositor del material de calidad que podemos encontrar en estos medios masivos de comunicación, sin dejar de lado que, vale la pena buscar este material de calidad.",Crisis de sentido,neutral,0,0
5259,2025-12-18,yt_user_@danielest,"Gracias BBVA y Farid por compartir y generar conciencia del SER, para aportar dentro de nuestra particularidad esa pieza que el mundo necesita para ser mejor. 🤜💥🤛",Crisis de sentido,positivo,0,0
5260,2025-12-18,yt_user_@AdrianaMa,"Incredible el amor que este muchacho tiene por la humanidad en si 
Y el corazón ♥️ que le pone a todas sus palabras 
Wow impresionada 
Gracias, Gracias, Gracias 🙏",Crisis de sentido,positivo,0,0
5261,2025-12-18,yt_user_@ivanismae,Solo a Dios la gloria,Crisis de sentido,negativo,0,0
5262,2025-12-18,yt_user_@Melingome,Gracias x tus palabras me funcionó perfecto,Crisis de sentido,positivo,0,0
5263,2025-12-18,yt_user_@mellitik,"Esa ponencia de Farid me deja impactado en el ben sentido de la palabra. Es muy interesante , mil gracias por hacer llegar ese enfoque, muy personal y a la vez universal, y hacer reflexionar sobre uno mismo.",Crisis de sentido,positivo,0,0
5264,2025-12-18,yt_user_@fredyucha,"Eres un gran ser humano Farid , y  esta consiguiendo tu 
Proposito de ayudar a los demas, 
Por q.nos das esperanzas para este mundo q parece ya perdido , 
Con tus relatos, tus consejos y nos haces ver las cosas de una forma diferente , q algunas cosas son inevitables , pero q todo puede ser también para mejor , 
gracias por eso 
👏👏😉",Crisis de sentido,positivo,0,0
5265,2025-12-18,yt_user_@gwilespin,"Cuanta sabiduría, gracias por su aporte al mundo, espectacular entrevista, ahora entiendo por que este man narra como narra. 💚💚💚💚💚💚",Crisis de sentido,positivo,0,0
5266,2025-12-18,yt_user_@Noramabel,Todas sus palabras e información me hace acordar a Job a lo que Dios nos quiere explicar mediante Job,Crisis de sentido,neutral,0,0
5267,2025-12-18,yt_user_@JoséLuisR,Muchas gracias por esas palabras muy alentadoras Dios te bendiga siempre saludos desde Bolivia,Crisis de sentido,positivo,1,0
5268,2025-12-18,yt_user_@maribelba,"Siendo tan joven Farid Dieck, es sumamente sabio y con un gran sentido de la responsabilidad!! Gran madurez, posee una mente maestra! Muchas gracias por este video!! Invita a que pensemos y vivamos más integralmente!!",Crisis de sentido,positivo,2,0
5269,2025-12-18,yt_user_@karoljoha,"""Futuralgia, un nombre a la medida para el dolor de una vida no vivida""
                                                                               -Farid Dieck",Crisis de sentido,neutral,0,0
5270,2025-12-18,yt_user_@M.Remedio,Muchas gracias me gustó,Crisis de sentido,positivo,0,0
5271,2025-12-18,yt_user_@naikabona,"Un placer poder escuchar lo que expresa, hace lo complejo sencillo, compartiendo con un ejemplo vivido en su propia experiencia la búsqueda del sentido, ese espacio de constructo que surge entre la vida y la muerte, gracias:face-red-heart-shape:",Crisis de sentido,positivo,0,0
5272,2025-12-18,yt_user_@marcelasa,".. Conmovedora y contundente, mis palabras favoritas paea una sesión cómo esta, para provocar entusiasmo y cómo bien lo dijeron al final, llenarnos de Esperanza y sentido para experimentar el Vivir...!!! Gracias Farid❤",Crisis de sentido,positivo,0,0
5273,2025-12-18,yt_user_@verodutra,Lo que más me impactó de esta oratoria es que en cada frase o idea hay un gran concepto; como lo más básico y conocido  se re significa envuelto en una lingüística laxa y fusión de ideas. - “Ser significado y no buscar significado”- .     My blessings on your contribution as an agent 🙌🏻,Crisis de sentido,neutral,0,0
5274,2025-12-18,yt_user_@nisamolin,"Gracias BBVA por estos videos tan espectaculares, son una gran iniciativa! EXCELENTES PONENTES, Farid Dieck, es una de las mentes jovenes mas impactantes que existen en el mundo actualmente, un ser humano admirable vino a enseñarnos!!!",Crisis de sentido,positivo,0,0
5275,2025-12-18,yt_user_@paolavale,Me encontré estoy de Casualidad.... y lo Ame....perdí a mi hijita ....vi el dolor de su hermana.... Gracias por tus Palabras.....❤,Crisis de sentido,neutral,0,0
5276,2025-12-18,yt_user_@henrybren,"ME GUSTA SU INTELIGENCIA, YO TAMBIÉN POR MOMENTOS PIENSO ASÍ PERO ME DA MIEDO COMPARTIRLO",Crisis de sentido,negativo,0,0
5277,2025-12-18,yt_user_@adriandev,"Buen video, lo conoci viendo sus reviws de peliculas a traves de la psicologia y filosofia, excelente video BBVA.",Crisis de sentido,positivo,0,0
5278,2025-12-18,yt_user_@janethmog,Encontré el tema sin buscar y llegó en el momento indicado. Gracias 4:41 PM del día 20 de diciembre,Crisis de sentido,positivo,0,0
5279,2025-12-18,yt_user_@HeiderNov,El arte de la filosofia,Crisis de sentido,neutral,0,0
5280,2025-12-18,yt_user_@darvislop,"Cuando habló del sentido de la vida me recordó el libro ""El hombre en busca de sentido"".",Crisis de sentido,positivo,2,0
5281,2025-12-18,yt_user_@isabelzav,"El sentido no se construye, se descubre!!",Crisis de sentido,neutral,0,0
5282,2025-12-18,yt_user_@reynatruj,"Hoy sufrí mucho con recuerdos dolorosos, pero abri mi cel y apareciste, gracias mil🙏se te devuelve todo lo bueno que das. Un abrazo 🤗",Crisis de sentido,positivo,0,0
5283,2025-12-18,yt_user_@mariarubi,"ME Encanta filosofar te disfruto mucho, tú manera muy particular de Filosofía.🔥🎄💜 
Es una mano tibia,
echa palabra, qué en un acto, de caricia a cada uno de éste mundo....  Llene el Alma  😌 🙏 🌻  ✨GRACIAS POR COINCIIDIR  ✨
Un abrazo grande 🙏 DIÓS TE BENDICE TQMIL 🎄💜🌞🎶",Crisis de sentido,positivo,0,0
5284,2025-12-18,yt_user_@maribelpe,"""Quizás la esperanza sea lo mejor de las cosas. No podemos dejar que la esperanza muera nunca""
Excelente vídeo. Calma el dolor  profundamente. Gracias 🌹",Crisis de sentido,positivo,0,0
5285,2025-12-18,yt_user_@UsuarioM-,"Genio total Farid!! “ la oración de palabras como una analogía de nuestras vidas…mientras no exista un punto final está la posibilidad de añadir nuevas palabras que nos permitan resignificar lo que nos tocó vivir…” 
Un lujo esta charla!! Muchas gracias!!!!",Crisis de sentido,positivo,0,0
5286,2025-12-18,yt_user_@marthaviv,"Q platica tan interesante, me encanto Farid Dieck !! Gracias al proyecto Aprendemos Juntos, llevo más de un año siguiéndolos y en verdad han sido de gran significado para mi existencia. Los comparto y claro q confío en que lograremos aprendiendo juntos un Mundo 🌍 mejor🙏🏽❗️",Crisis de sentido,positivo,0,0
5287,2025-12-18,yt_user_@ariadnaya,"Farid, mil gracias por el sentido que estas construyendo de tu ser, porque gracias a está plática le he dado un mejor  sentido al duelo de la perdida de una madre a mis 15 años, la perdida de un hermano mayor a mis 33 años y aceptar profundamente  esta paradoja del sinsentido.
A un mejor entendimiento en mi búsqueda de sentido. El mensaje que nos dedicas de aportar lo mejor que tenemos al mundo, es una  resignificación en ese proceso de sentido a nuestras vidas.",Crisis de sentido,positivo,2,0
5288,2025-12-18,yt_user_@brendazam,"""Las cosas pasan por algo"" frase que decía constantemente y sentía el mismo sentimiento que explicaba Farid, una nueva forma de ver lo que nos pasa, demasiado épico ❤",Crisis de sentido,neutral,0,0
5289,2025-12-18,yt_user_@HilmerRod,"Excelente, impresionante y gracias;nada más que decir.🫡",Crisis de sentido,positivo,1,0
5290,2025-12-18,yt_user_@SrgtMante,"""El sentido de la vida/ El sentido de vivir""",Crisis de sentido,positivo,1,0
5291,2025-12-18,yt_user_@toquedepa,Cada minuto de este vídeo és una gran lección  para la vida. Simplesmente genial. Gracias por compartir🙏,Crisis de sentido,positivo,1,0
5292,2025-12-18,yt_user_@mariaojed,Si se que las cosas pasan para que camviemos y hagamos un mundo mejor pero para seguir adelante y contruir  con nuestras experiencias algo mas genuino atraves del dolor claro esta que eso los hace mas humanos cuando experimentamos los sentidos dolor amor fuerza dios nos creo de esa manera y tratar de ser empatico con los demas y tratar de ser feliz con las pequeñas cosas de la vida por que no viviremos para siempre un mundo mejor porque el que vivimos ya esta muy toxico y un granito de arena creo que hace la diferencia ❤ muchas gracias lindo mensaje,Crisis de sentido,positivo,0,0
5293,2025-12-18,yt_user_@kassiadis,silencio! mi terapia empezó,Crisis de sentido,neutral,0,0
5294,2025-12-18,yt_user_@xaralymor,Dios nada más que te quite la energía aquello que no puedes cambiar waoo,Crisis de sentido,neutral,0,0
5295,2025-12-18,yt_user_@NinjaRR-q,"farid apesar de sentir que mi vida se vino abajo tus videos y consejos me dan una ultima esperanza de seguir adelante todos tus videos siempre tienen un mensaje nuevo para mi se que no miraras este comentario pero espero que cuando lo hagas te sientas mejor de saber que tus videos me ayudan a seguir adelante espero de todo corazon que la vida te siga sonrriendo por ser ese arbol que le da la sombra a viajeros cansados en este camino llamado vida... 

gracias.",Crisis de sentido,positivo,0,0
5296,2025-12-18,yt_user_@mariachac,"Creo que cada cosa que nos pasa en la vida sea considerado por nosotros bueno o malo, vino dejando una lección para hacernos más amorosos, humanos, humildes, serviciales, productivos, agradecidos y una infinidad de términos que nos llevan a ser nuestra mejor versión ❤",Crisis de sentido,positivo,0,0
5297,2025-12-18,yt_user_@Emily-ke9,"Estoy sumamente sorprendida de la sabiduría, elocuencia, y propiedad con la que hablas. Felicitaciones, Farid. Gracias por esto y por todos lo que le hicieron posible",Crisis de sentido,positivo,1,0
5298,2025-12-18,yt_user_,Gracias por compartir tu sabiduría y tus vivencias; conocí de Farid por un Tik tok me impactó ver a una persona  joven con tanta sensibilidad. Felicitaciones👏👏,Crisis de sentido,positivo,0,0
5299,2025-12-18,yt_user_@marianidi,"Gracias por este podcast ,escuchar ha este gran ser humano es muy satisfactorio aprendo mucho y me ayuda ha mejorar muchas cosas en mi diario vivir y me recarga y me llena de ganas de vivir.",Crisis de sentido,positivo,1,0
5300,2025-12-18,yt_user_@erickreyn,La vida tiene que ser agridulce para que tenga sentido,Crisis de sentido,positivo,0,0
5301,2025-12-18,yt_user_@SandraPac,"Gracias por estos espacios tan significativos, que nos permite generar conciencia de nuestras acciones y pensamientos.",Crisis de sentido,positivo,1,0
5302,2025-12-18,yt_user_@glorialud,"CORDIAL SALUDO DESDE COLOMBIA❤ MUY INTERESANTE LOS TEMA, TOOODOS TUS VÍDEOS ❤️❤️❤️",Crisis de sentido,positivo,1,0
5303,2025-12-18,yt_user_@FelipeMv-,"Yo no veo migajeros, gracias.",Crisis de sentido,positivo,0,0
5304,2025-12-18,yt_user_@danielmar,"Como me gusta este chaval, gracias por haberle invitado a dar esta charla",Crisis de sentido,positivo,1,0
5305,2025-12-18,yt_user_@LeandroHe,Muy educativo e interesante gracias por el programa,Crisis de sentido,positivo,0,0
5306,2025-12-18,yt_user_@changuirr,"Maravillosos todos sus videos, me hace ser una persona mejor en todos los aspectos. Muchisimas Gracias.",Crisis de sentido,positivo,1,0
5307,2025-12-18,yt_user_@claudiagu,"Gracias, no sabes como medio Esperanza, el saber que au  tengo la posibilidad de sanar y de ser cambiar este dolor y tristeza de mi ser",Crisis de sentido,neutral,1,0
5308,2025-12-18,yt_user_@josegabri,"Lo conocí hoy,  abrió mi mente a un nuevo despertar ❤ gracias",Crisis de sentido,positivo,1,0
5309,2025-12-18,yt_user_@rosanna_h,"Que belleza de ser humano eres Farid ❤ Amo tu sensibilidad y tu sentido de vida!! disfruto cada video que haces con tanto amor y ahora más al conocerte un poco mejor. Amé el concepto y el poema de la Futuralgia, GRACIAS !!!",Crisis de sentido,positivo,1,0
5310,2025-12-18,yt_user_@ederflore,wow muy buwa conferencia felicidades  FARID ES MUY BUEN FILOSOSFO PENSE QUE SOLO EXPLICABA PELICULAS,Crisis de sentido,negativo,0,0
5311,2025-12-18,yt_user_@RMSofos,"Indudablemente la psicología es una de las hijas menores de la Filosofía.
Una buena interpretación de diferente referentes en la historia de la filosofía, y demás.
Siempre es grato escuchar a alguien que ha leído un poco, aún cuando no enseñe las referencias literarias de las cuales ha sacado sus ideas.
Felicitaciones!",Crisis de sentido,neutral,0,0
5312,2025-12-18,yt_user_@Aprendemo,"¡Hola! Gracias por tu mensaje, significa mucho para nosotros. ¡Te mandamos un gran abrazo y lo mejor para este 2025!",Crisis de sentido,positivo,0,0
5313,2025-12-18,yt_user_@AngelicaA,me inspiras Farid Dieck quiero ser doctora y filosofa .Gracias.,Crisis de sentido,positivo,1,0
5314,2025-12-18,yt_user_@patricio7,"El sentido de la Vida es tan Grandioso e inconmensurable , que definitivamente no puede ser explicado por un ser humano, solo el amor de los humanoides podria quisas explicar el sentido de esta existencia.",Crisis de sentido,positivo,0,0
5315,2025-12-18,yt_user_@johanasal,"Farid Dieck enriquecedor escucharte, importante tener grabado esto: lo que le falta al mundo es lo que cada uno le falta darle⭐⭐⭐⭐⭐, somos agentes para construir un mundo mejor y eso es lo que le da sentido a nuestra vida.",Crisis de sentido,positivo,2,0
5316,2025-12-18,yt_user_@jairojara,"Acabo de ver la serie wanda visión y sentía que describía lo que sería la futuralgia, la tristeza de una viva no vivida , excelente charla!!",Crisis de sentido,positivo,0,0
5317,2025-12-18,yt_user_@publicida,"Cada vez que te escucho quería darle like, pero me di cuenta ya te avía dado like. Lástima que no lo puedo hacer varias veces",Crisis de sentido,neutral,1,0
5318,2025-12-18,yt_user_@cristophe,"Nostalgia:
 Nostos =retorno
Algia= dolor",Crisis de sentido,negativo,0,0
5319,2025-12-18,yt_user_@carmengar,"Tiene toda la razón Javier, esto está generalizado, yo viendo tu video y mis dos nietas asumidas en su teléfono, quisiera cambiar eso pero no debo mandarlas, son sus padres. Ojalá no nos suceda eso de la inteligencia artificial.",Crisis de sentido,neutral,0,0
5320,2025-12-18,yt_user_@La_T4n4ru,"buff, qué final, lloré y todo, jaja. Farid te admiro mucho, a veces me siento un poc similar a vos con tu pensamiento y forma de ver las cosas y la verdad a veces me siento triste, porque la sociedad pareciera que se vuelve más y más egoísta, pero cuando veo tus videos y reflexiones, me doy cuenta que aún hay esperanza y me siento bien de ir por el camino que voy. gracias",Crisis de sentido,positivo,0,0
5321,2025-12-18,yt_user_@leoaviles,"Farid tiene una ventaja extraordinaria que no tiene otros, su público tiene un espectro generacional muy amplio, de hecho su contenido en RRSS es tan variado pero siempre lleva implícita un análisis desde su perspectiva, que ya vemos está nutrida de estudios y experiencias personales. Yo si creo en el aporte que está haciendo en los canales mas sensibles.",Crisis de sentido,neutral,0,0
5322,2025-12-18,yt_user_@Nachlawi,Se puede notar mucho la influencia de Albert Camus y Ernesto Sabato en sus palabras. Dos de mis autores favoritos. Un grande Farick Dieck,Crisis de sentido,neutral,0,0
5323,2025-12-18,yt_user_@angelicag,"Hola te escribo desde otro lado del mundo, me gustaría que fracmentaras, éstos diálogos porque hoy en día la gente no sé da el tiempo para escuchar y está terapia me parece muy importante, saludos desde la Madre Pratria de una mexicana que no pierde sus raíces aún cuando han pasado 25 años❤😊",Crisis de sentido,neutral,0,0
5324,2025-12-18,yt_user_@douglassa,"Gracias, gracias, gracias. Interesante manera de hablar. Saludo desde Costa Rica🇨🇷, abrazo hasta🇲🇽
Attem: yudi",Crisis de sentido,positivo,1,0
5325,2025-12-18,yt_user_@RosaElena,"Buenas Tardes gracias por este grato video. A mi me gusta escuchar esas platicas algo de filosofia por asi decirlo. Y recuerdo que cuano era niña iba a la iglesia con mi prima y una compañera de la escuela dominical cayp grabemente enferma le dio  leusemia y en ese tiempo esa enfermedad no tenia cura y bueno conversando con mi prima me dijo te apuesto a que no se recupera y yo le dije yo creo que se va a recuperar..y entre bromas dijimos una puesta y bueno en conclusion fallecio. Y yo dije pero se oro se dijo que el podet de Dios lo puede todo. Pero no recordamos que es mejor pedir la voluntad de Dios que El todo lo hace perfecto en su tiempo. Yo lo entiendo despues porque primeramente mi amiga estaba sufriendo con los dolores en sus piernas, y tambien eran muchos hijos la hermanita para poder ayudarle ps hania mucha necesidad economica donde viviamos. Pero Dios acomodo las cosas tras su muerte vinieton ayuda de otro lado y la union en su familia de mi amiga se dio. Y bueno hay veces la voluntad de Dios no se entiende del todo claro pero te digo que su amor de Dios es algo que con palabras no se puede explicar porque yo perdi a mi Mamita y hay veces la recuerdo mucho ya que era mi amiga tambien y bueno hay veces hay impaces en la viduuu y uno quiere que sus seres queres este ahi escuchandonos pero te dire que ella como humana no podia estar en todas me dejo explicar a lo que voy bueno yp tengo una educacion cristiana y mi fe que se a desarrollado en mi vida es ahora solida te dire que tambien fallo pero como lo se que Dios aunque no lo vea ni escuche esta ahi conmigo y bueno cuamdo hay algo triste y pido hay veces desde muy dentro de mi siento tranquilidad y paz que se me pasa la tristeza y mas calma . Y es algo personal que se da en cada ser humano si es que tu lo deseas. Pero muchas veces pasan cosas que no se dan pero no quiere decir que es porque esta todo petdido pues Dios siempre tiene todo friamente calculado como decia el chapulin colorado jejejeje. Que tengas un exelente dia. Bendiciones a mil😊",Crisis de sentido,positivo,0,0
5326,2025-12-18,yt_user_@jhulliana,"Cuando Farid habla del sentido de la vida respecto a la muerte, me recuerda a un verso de Jorge Manrique en Coplas a la muerte de su padre.
""Nuestras vidas son los ríos que van a dar en la mar, que es el morir"".",Crisis de sentido,neutral,0,0
5327,2025-12-18,yt_user_@joseluisj,"Ijole mano que barbaridad eres impresionante Dios que profundo, filósofo claro que lo eres, rompiste caparazones con una tersura, cumples, inspiras y transformas, gracias por modelar en el cómo, años de no oír tan a flor de piel lo que importa. Así simple y complejo a la vez GRACIAS por tu granote",Crisis de sentido,positivo,2,0
5328,2025-12-18,yt_user_@MiriamMar,"Que bella forma de analizar la vida Farid, es muy real 👏 pero muy fuerte, es obligatorio tener terapias y pláticas constantes con gente que te aprecia,  muchos absurdamente dicen abiertamente y estúpidamente, que es el Karma, son tan ignorantes, con falta de empatía, de amor propio, porque no les nace un poco de amor y compasión por los demás ❤ y cuando pierdes uno y otro y otro ser querido y muy cercano, es lo absurdo e inocencia de la vida, como bien dices, sin embargo, cuando entendemos que son aprendizajes y logras crecer y avanzar poco a poco, te puedes reencontrar con el creador del universo para iniciar de nuevo ❤",Crisis de sentido,positivo,0,0
5329,2025-12-18,yt_user_@Aprendemo,"¡Saludos! Gracias por escribirnos, esperamos que las futuras charlas también sean de tu agrado. 😊💙",Crisis de sentido,positivo,1,0
5330,2025-12-18,yt_user_@Aprendemo,"¡Saludos de parte de toda la producción! Gracias por escribirnos, te invitamos a suscribirte al canal para no perderte las futuras charlas. 🤗💙",Crisis de sentido,positivo,0,0
