id,fecha,usuario,texto,tema,sentimiento,likes,reposts
2342,2022-10-15,user_16285,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,negativo,10045,4787
2343,2022-03-11,user_59530,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Cultura de lo efímero y proyectos de vida,negativo,1742,4133
2344,2022-10-04,user_48304,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,neutral,14730,675
2345,2024-04-16,user_24509,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.,Generación Z y crisis de sentido,negativo,7016,1242
2346,2023-04-01,user_24604,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",IA y pérdida de autonomía humana,neutral,6493,3905
2347,2024-01-25,user_7066,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?,Generación Z y crisis de sentido,positivo,6744,3925
2348,2024-05-30,user_92757,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Cultura de lo efímero y proyectos de vida,neutral,17291,2091
2349,2022-01-25,user_72030,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,Cultura de lo efímero y proyectos de vida,negativo,8439,212
2350,2022-05-05,user_55662,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,IA y pérdida de autonomía humana,positivo,18129,2573
2351,2022-04-22,user_81114,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento. Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,Generación Z y crisis de sentido,negativo,17133,4707
2352,2024-04-06,user_85435,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",IA y pérdida de autonomía humana,negativo,7030,3860
2353,2023-02-13,user_96349,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.,IA y pérdida de autonomía humana,negativo,7078,558
2354,2022-03-11,user_73982,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Cultura de lo efímero y proyectos de vida,negativo,5430,1547
2355,2024-02-29,user_95387,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.,IA y pérdida de autonomía humana,positivo,12127,198
2356,2024-05-06,user_62477,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok. Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,IA y pérdida de autonomía humana,positivo,17688,4922
2357,2022-11-10,user_39944,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",Generación Z y crisis de sentido,neutral,12606,2363
2358,2024-06-16,user_62451,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Generación Z y crisis de sentido,positivo,18300,1554
2359,2023-07-14,user_73000,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.",IA y pérdida de autonomía humana,neutral,355,3390
2360,2022-12-15,user_39463,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,Cultura de lo efímero y proyectos de vida,neutral,14954,2005
2361,2024-05-04,user_97186,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Generación Z y crisis de sentido,positivo,14855,3779
2362,2022-04-16,user_63114,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,Generación Z y crisis de sentido,neutral,6045,453
2363,2023-02-27,user_72847,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,IA y pérdida de autonomía humana,positivo,18806,2003
2364,2022-07-26,user_59543,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Cultura de lo efímero y proyectos de vida,negativo,19690,1925
2365,2022-04-17,user_68016,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,Cultura de lo efímero y proyectos de vida,neutral,5557,3504
2366,2022-03-07,user_21741,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Generación Z y crisis de sentido,neutral,15257,2965
2367,2024-03-18,user_6675,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,positivo,5472,562
2368,2022-06-08,user_56934,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,neutral,16413,2485
2369,2024-03-10,user_75852,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,Cultura de lo efímero y proyectos de vida,neutral,7947,83
2370,2023-03-16,user_47413,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo.",IA y pérdida de autonomía humana,negativo,15626,2839
2371,2023-11-13,user_15624,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,positivo,1132,4302
2372,2023-05-23,user_48772,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones? Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,IA y pérdida de autonomía humana,neutral,11499,832
2373,2024-05-31,user_80828,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,Generación Z y crisis de sentido,negativo,11086,4016
2374,2022-01-26,user_21815,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Cultura de lo efímero y proyectos de vida,neutral,16149,1161
2375,2023-09-17,user_29609,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?,IA y pérdida de autonomía humana,neutral,4850,2929
2376,2023-10-14,user_50186,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok.,Generación Z y crisis de sentido,neutral,9523,1916
2377,2022-09-22,user_83760,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.,Generación Z y crisis de sentido,neutral,9082,973
2378,2024-02-17,user_42973,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,IA y pérdida de autonomía humana,positivo,7859,12
2379,2023-10-09,user_65780,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,Generación Z y crisis de sentido,negativo,10568,1278
2380,2023-04-02,user_8136,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",IA y pérdida de autonomía humana,negativo,11432,3124
2381,2024-01-13,user_596,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Cultura de lo efímero y proyectos de vida,negativo,3530,925
2382,2022-09-20,user_65779,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.,Cultura de lo efímero y proyectos de vida,neutral,13209,2384
2383,2023-08-24,user_69947,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,Cultura de lo efímero y proyectos de vida,positivo,15864,1730
2384,2023-11-09,user_50286,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,Cultura de lo efímero y proyectos de vida,neutral,5752,1623
2385,2023-04-27,user_54902,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Generación Z y crisis de sentido,negativo,17157,957
2386,2024-05-16,user_41124,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Generación Z y crisis de sentido,positivo,17184,1059
2387,2023-01-10,user_91699,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo.",IA y pérdida de autonomía humana,negativo,1946,3358
2388,2023-04-21,user_61775,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?,Cultura de lo efímero y proyectos de vida,neutral,3189,882
2389,2023-05-18,user_74596,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",IA y pérdida de autonomía humana,negativo,18718,4093
2390,2022-12-30,user_92471,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.",Generación Z y crisis de sentido,positivo,1140,1161
2391,2022-07-31,user_20294,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,neutral,13932,417
2392,2023-08-01,user_74405,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Cultura de lo efímero y proyectos de vida,positivo,1953,937
2393,2022-05-02,user_61116,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,IA y pérdida de autonomía humana,neutral,16719,4737
2394,2022-07-01,user_20197,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",IA y pérdida de autonomía humana,positivo,1612,3037
2395,2023-02-03,user_6241,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",Generación Z y crisis de sentido,negativo,13177,4936
2396,2024-02-16,user_41127,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.,IA y pérdida de autonomía humana,positivo,16868,1495
2397,2022-05-09,user_68698,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Cultura de lo efímero y proyectos de vida,negativo,6082,1126
2398,2023-07-25,user_64512,"Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo.",Cultura de lo efímero y proyectos de vida,neutral,7419,4535
2399,2022-08-28,user_98537,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Generación Z y crisis de sentido,positivo,11858,2475
2400,2022-04-23,user_42669,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.,IA y pérdida de autonomía humana,negativo,6982,2991
2401,2024-01-11,user_92494,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,Cultura de lo efímero y proyectos de vida,positivo,14660,3190
2402,2022-05-27,user_16399,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,IA y pérdida de autonomía humana,positivo,343,3564
2403,2024-01-06,user_34629,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,Generación Z y crisis de sentido,positivo,6654,1694
2404,2022-10-20,user_45349,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,IA y pérdida de autonomía humana,positivo,11160,3863
2405,2023-05-03,user_30979,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,IA y pérdida de autonomía humana,positivo,3109,2029
2406,2023-08-04,user_1642,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas. El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,negativo,11760,632
2407,2023-07-14,user_61387,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,Generación Z y crisis de sentido,neutral,6127,869
2408,2022-11-30,user_66539,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,Cultura de lo efímero y proyectos de vida,neutral,2718,1669
2409,2023-03-15,user_44942,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok.,Generación Z y crisis de sentido,neutral,4918,3334
2410,2023-01-02,user_59681,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.,Generación Z y crisis de sentido,neutral,10625,4994
2411,2024-03-29,user_70850,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",Cultura de lo efímero y proyectos de vida,positivo,4048,3652
2412,2024-03-16,user_27484,"Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,neutral,18841,1233
2413,2022-11-12,user_84316,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,IA y pérdida de autonomía humana,negativo,10401,1672
2414,2022-11-11,user_60676,"La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",IA y pérdida de autonomía humana,negativo,16011,811
2415,2022-11-28,user_60214,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas. La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?,Cultura de lo efímero y proyectos de vida,negativo,13890,1000
2416,2023-04-12,user_4893,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,Generación Z y crisis de sentido,neutral,5515,144
2417,2024-03-25,user_9253,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,IA y pérdida de autonomía humana,negativo,12004,2326
2418,2023-07-19,user_15995,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?,IA y pérdida de autonomía humana,negativo,19521,3437
2419,2022-06-28,user_32661,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",Cultura de lo efímero y proyectos de vida,neutral,19537,2778
2420,2022-05-02,user_50013,"Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo.",Generación Z y crisis de sentido,negativo,12218,4899
2421,2024-06-01,user_12936,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",IA y pérdida de autonomía humana,positivo,6786,4062
2422,2024-06-06,user_1734,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",IA y pérdida de autonomía humana,negativo,11744,4414
2423,2024-04-05,user_7673,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",IA y pérdida de autonomía humana,positivo,19262,2735
2424,2022-01-27,user_50296,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",Generación Z y crisis de sentido,neutral,4780,2851
2425,2024-02-18,user_17871,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,negativo,18915,3142
2426,2022-09-29,user_14811,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.,Cultura de lo efímero y proyectos de vida,neutral,10610,4269
2427,2022-01-04,user_26803,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,positivo,18180,2056
2428,2023-09-02,user_5570,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.,Cultura de lo efímero y proyectos de vida,neutral,19270,735
2429,2022-01-06,user_34440,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",Cultura de lo efímero y proyectos de vida,positivo,18896,3221
2430,2022-05-26,user_63397,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,Cultura de lo efímero y proyectos de vida,positivo,1816,1759
2431,2023-12-13,user_40943,"La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Cultura de lo efímero y proyectos de vida,negativo,11391,3993
2432,2024-04-02,user_18654,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.,Cultura de lo efímero y proyectos de vida,positivo,2670,2576
2433,2022-07-29,user_38704,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Generación Z y crisis de sentido,positivo,11374,3286
2434,2022-12-07,user_19345,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,Generación Z y crisis de sentido,neutral,6880,1137
2435,2023-02-10,user_12692,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,negativo,1233,3321
2436,2022-10-26,user_1159,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Cultura de lo efímero y proyectos de vida,neutral,496,4625
2437,2023-07-26,user_60690,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",Cultura de lo efímero y proyectos de vida,neutral,4597,2685
2438,2023-08-20,user_18175,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Cultura de lo efímero y proyectos de vida,neutral,7005,3166
2439,2022-02-03,user_60148,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,Generación Z y crisis de sentido,neutral,15173,921
2440,2022-09-03,user_41942,"A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación. Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",Cultura de lo efímero y proyectos de vida,negativo,13382,2307
2441,2022-01-21,user_44585,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,neutral,13975,4487
2442,2022-10-26,user_12954,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Cultura de lo efímero y proyectos de vida,positivo,10361,4879
2443,2022-08-02,user_59691,"Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo.",Generación Z y crisis de sentido,positivo,17945,176
2444,2023-03-03,user_45540,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.,Generación Z y crisis de sentido,positivo,20,3116
2445,2023-04-14,user_35612,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,IA y pérdida de autonomía humana,negativo,995,853
2446,2024-02-02,user_41480,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,neutral,17813,1096
2447,2023-09-02,user_570,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok.,IA y pérdida de autonomía humana,neutral,18516,4307
2448,2023-04-04,user_88443,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,IA y pérdida de autonomía humana,negativo,2217,2502
2449,2023-09-16,user_60390,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo.",Cultura de lo efímero y proyectos de vida,negativo,5560,1842
2450,2022-10-27,user_44401,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",Generación Z y crisis de sentido,negativo,14225,364
2451,2023-09-14,user_38931,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",IA y pérdida de autonomía humana,positivo,12430,4455
2452,2022-10-13,user_3134,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?",IA y pérdida de autonomía humana,positivo,16864,3024
2453,2023-08-01,user_77671,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo.",Cultura de lo efímero y proyectos de vida,positivo,19970,1412
2454,2023-07-30,user_25220,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,Generación Z y crisis de sentido,neutral,10870,4677
2455,2023-06-12,user_12259,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Cultura de lo efímero y proyectos de vida,neutral,200,4965
2456,2022-08-24,user_62943,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,Generación Z y crisis de sentido,positivo,14826,1277
2457,2023-10-23,user_34957,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,positivo,17033,1621
2458,2022-10-31,user_89618,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,Generación Z y crisis de sentido,negativo,15201,3129
2459,2023-01-25,user_91786,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,negativo,16338,954
2460,2023-02-02,user_49416,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,IA y pérdida de autonomía humana,negativo,8178,4254
2461,2024-05-21,user_40722,"No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo.",Cultura de lo efímero y proyectos de vida,negativo,14023,4722
2462,2024-04-01,user_42574,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.,Generación Z y crisis de sentido,neutral,18101,4874
2463,2024-04-15,user_24576,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",Generación Z y crisis de sentido,negativo,9083,2791
2464,2024-06-01,user_1769,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Cultura de lo efímero y proyectos de vida,neutral,14589,4852
2465,2024-04-04,user_63664,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,neutral,6849,291
